SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
RELIANCE, EQ, 21-Aug-2020,2097.05,2118.0,2122.0,2077.0, 2084.75,2081.85,2096.99,11667281,244662.08,296981, 2236600, 19.17
RELIANCE, EQ, 06-Oct-2020,2212.2,2225.25,2233.9,2201.65,2213.0,2210.35,2213.64,8497352,188100.41,230575, 2565411, 30.19
RELIANCE, EQ, 14-Jan-2022,2535.3,2535.0,2567.3,2525.85, 2537.00,2539.0,2545.66,9197773,234143.61,195865, 5804124, 63.10
RELIANCE, EQ, 27-Oct-2021,2661.05,2652.0,2676.8,2619.95, 2622.30,2627.4,2652.28,4567140,121133.3,176020, 2090011, 45.76
RELIANCE, EQ, 15-Feb-2021,2041.6,2048.05,2061.3,2025.0, 2034.00,2032.6,2043.13,7287590,148895.02,222500, 1339156, 18.38
RELIANCE, EQ, 15-Dec-2021,2380.15,2384.0,2405.0,2361.1, 2369.90,2373.2,2379.84,4322855,102877.02,199178, 1991411, 46.07
RELIANCE, EQ, 18-Feb-2022,2443.5,2444.4,2456.4,2420.15,2427.3,2424.4,2440.25,3126873,76303.67,158691, 1216161, 38.89
RELIANCE, EQ, 30-Apr-2021,2024.05,2008.5,2036.0,1987.55,1995.9,1994.5,2010.2,9150974,183953.21,288687, 3902504, 42.65
RELIANCE, EQ, 02-Jun-2021,2168.9,2157.0,2209.5,2157.0, 2207.00,2201.25,2178.64,11366816,247641.88,258490, 5460571, 48.04
RELIANCE, EQ, 06-Nov-2019,1447.3,1442.7,1446.45,1428.5, 1433.00,1434.9,1436.25,6686289,96031.95,158809, 3953109, 59.12
RELIANCE, EQ, 14-Oct-2019,1352.6,1364.95,1364.95,1350.85,1356.9,1358.0,1358.27,6123412,83172.38,118992, 3590983, 58.64
RELIANCE, EQ, 18-Feb-2020,1478.25,1475.9,1475.9,1457.4, 1466.90,1467.4,1465.63,5086964,74556.03,142911, 2468083, 48.52
RELIANCE, EQ, 18-Dec-2020,1985.6,1980.1,2004.9,1965.0, 1998.10,1991.55,1981.58,8522215,168874.34,226069, 3412555, 40.04
RELIANCE, EQ, 26-Mar-2020,1082.25,1095.8,1116.9,1042.35, 1069.00,1066.2,1074.95,20912934,224803.24,592742, 8024956, 38.37
RELIANCE, EQ, 14-Jan-2020,1543.7,1540.0,1550.0,1521.85, 1529.10,1529.4,1533.76,7230788,110902.63,173502, 3796096, 52.50
RELIANCE, EQ, 11-Apr-2022,2615.65,2600.0,2638.55,2583.0,2610.95,2610.2,2606.45,4270816,111316.87,195602, 2103573, 49.25
RELIANCE, EQ, 31-Jul-2020,2108.85,2114.5,2129.0,2052.8,2070.0,2067.1,2077.02,34593375,718511.86,748942, 9000404, 26.02
RELIANCE, EQ, 23-Jun-2022,2505.6,2515.05,2525.0,2445.0,2469.0,2464.95,2485.55,8974475,223064.91,400081, 4049346, 45.12
RELIANCE, EQ, 05-Apr-2022,2663.7,2651.1,2669.9,2620.7, 2626.00,2626.05,2636.9,6068663,160024.66,204933, 3962890, 65.30
RELIANCE, EQ, 08-Apr-2021,2002.85,2011.0,2022.0,1993.0, 2006.40,2005.35,2006.16,7092878,142294.32,191800, 2633682, 37.13
RELIANCE, EQ, 21-Jan-2021,2054.7,2082.0,2120.0,2075.0, 2107.00,2099.4,2102.61,18038987,379289.62,483168, 6386636, 35.40
RELIANCE, EQ, 29-Apr-2020,1428.15,1444.9,1453.65,1420.0,1427.0,1426.95,1436.42,17141540,246224.04,389293, 4350009, 25.38
RELIANCE, EQ, 06-Sep-2021,2388.5,2413.0,2480.0,2412.0,2429.0,2425.6,2445.46,15525644,379672.66,496545, 5627874, 36.25
RELIANCE, EQ, 19-Aug-2020,2118.55,2141.0,2154.0,2121.35,2137.0,2131.55,2137.37,15731409,336238.08,288995, 2518453, 16.01
RELIANCE, EQ, 16-Jun-2022,2596.3,2623.0,2659.05,2554.0, 2555.10,2560.0,2603.56,7896943,205601.74,282387, 3664860, 46.41
RELIANCE, EQ, 13-Mar-2020,1063.0,998.0,1140.0,942.4, 1116.95,1105.3,1053.35,33509757,352974.04,706395, 14587908, 43.53
RELIANCE, EQ, 29-Apr-2021,1997.3,2022.9,2044.5,2007.3, 2020.00,2024.05,2024.21,8035915,162663.39,213153, 2834103, 35.27
RELIANCE, EQ, 01-Feb-2022,2386.6,2408.0,2420.6,2347.1,2382.8,2378.7,2394.79,6092033,145891.7,227599, 2933488, 48.15
RELIANCE, EQ, 21-Jan-2020,1532.35,1528.6,1545.85,1522.0, 1535.00,1533.9,1535.68,8650831,132848.92,233395, 3328773, 38.48
RELIANCE, EQ, 27-Sep-2021,2482.7,2487.0,2529.9,2475.3, 2527.00,2524.45,2510.93,7095022,178151.17,224209, 4184695, 58.98
RELIANCE, EQ, 08-Apr-2020,1206.1,1180.0,1229.0,1160.0, 1197.00,1192.15,1194.6,22803774,272414.43,538577, 7545325, 33.09
RELIANCE, EQ, 28-Jul-2022,2419.2,2436.0,2467.95,2421.0, 2453.60,2457.1,2446.73,5766936,141101.47,207490, 2973888, 51.57
RELIANCE, EQ, 17-May-2021,1937.3,1937.3,1963.45,1930.4,1958.85,1960.35,1950.25,5479424,106862.68,164252, 2006899, 36.63
RELIANCE, EQ, 13-Dec-2019,1568.2,1580.0,1590.0,1572.4, 1584.05,1582.9,1580.61,5791522,91541.6,138857, 2543114, 43.91
RELIANCE, EQ, 18-Oct-2019,1396.5,1404.0,1427.9,1398.7,1416.0,1416.35,1416.38,12856410,182095.82,228083, 5482520, 42.64
RELIANCE, EQ, 19-Jan-2022,2521.8,2530.0,2542.0,2509.0, 2521.40,2521.6,2522.72,4502155,113576.96,153189, 2589631, 57.52
RELIANCE, EQ, 03-May-2021,1994.5,1966.0,1979.0,1943.1,1956.0,1959.05,1958.46,10909942,213666.39,343806, 3800598, 34.84
RELIANCE, EQ, 14-Jan-2021,1938.8,1945.0,1966.9,1939.05, 1958.10,1960.6,1957.17,9946818,194676.51,287671, 5225648, 52.54
RELIANCE, EQ, 26-Mar-2021,1991.45,2012.0,2013.7,1973.7,1994.0,1994.65,1995.09,9313160,185805.59,296946, 3226521, 34.64
RELIANCE, EQ, 15-Feb-2022,2338.55,2351.2,2423.9,2335.7,2415.1,2417.95,2381.19,5174646,123218.14,261746, 2563105, 49.53
RELIANCE, EQ, 10-Jul-2020,1824.25,1828.5,1884.6,1824.25,1880.2,1878.05,1859.58,20195490,375551.85,455198, 4248376, 21.04
RELIANCE, EQ, 02-Jun-2022,2633.5,2634.0,2732.45,2634.0,2728.3,2724.3,2701.3,10211408,275841.04,297958, 4788206, 46.89
RELIANCE, EQ, 18-Feb-2021,2083.25,2085.0,2108.4,2059.1,2063.5,2067.7,2085.18,8605531,179440.45,228157, 2460456, 28.59
RELIANCE, EQ, 22-May-2020,1441.25,1451.8,1458.0,1426.5,1433.0,1431.55,1442.31,17458503,251805.93,388907, 4083814, 23.39
RELIANCE, EQ, 28-May-2020,1445.55,1455.0,1479.75,1449.0,1471.05,1472.25,1467.5,18519252,271769.81,405603, 8377100, 45.23
RELIANCE, EQ, 12-Feb-2021,2055.7,2055.5,2078.0,2015.4,2040.0,2041.6,2049.91,14074374,288511.64,369938, 2446469, 17.38
RELIANCE, EQ, 20-Oct-2021,2731.85,2742.75,2742.75,2691.5, 2703.50,2700.4,2710.54,5865926,158998.37,186061, 3785182, 64.53
RELIANCE, EQ, 08-Jun-2022,2772.75,2772.75,2781.0,2716.3,2722.0,2724.05,2741.07,5759172,157862.94,241691, 3012536, 52.31
RELIANCE, EQ, 18-Sep-2020,2298.75,2314.25,2319.45,2276.55, 2303.60,2305.7,2305.1,15264101,351852.53,219641, 6340779, 41.54
